Abbey 9.29.21,Myers FFRR 9.29.21,FFRR,Chow,9.29.21,,,,,,,
,TSE PhenoMaster V7.7.9 (2021-5214),,,,,,,,,,
Box,Animal No.,Weight [g],Text1,Text2,Text3,,,,,,
1,176,29.9,M,G+FFRR, ,,,,,,
2,177,23.9,M,++FFR, ,,,,,,
3,178,33.5,M,G+FFRR, ,,,,,,
4,179,30.7,M,G+FFRR, ,,,,,,
5,180,19.5,F,++FFR, ,,,,,,
6,181,26.1,F,G+FFRR, ,,,,,,
7,401,29.4,M,G+FFR, ,,,,,,
8,402,29.2,M,G+FFR, ,,,,,,
9,403,30.3,M,G+FFR, ,,,,,,
10,404,20.7,M,++FFR, ,,,,,,
11,405,23.9,M,G+FFR br, ,,,,,,
12,697,22.9,M,++FFR, ,,,,,,
13,698,24.1,M,++FFR, ,,,,,,
14,699,27.7,M,G+FFRR, ,,,,,,
15,700,20.1,M,++FFR, ,,,,,,
16,701,26.6,F,G+FFRR, ,,,,,,
17,702,18.5,F,G+FFRR, ,,,,,,
18,705,17.5,F,++FFR, ,,,,,,
19,706,15.8,F,++FFR, ,,,,,,
,,,,,,,,,,,
Date Time,Animal No.,Box,VO2(3),VCO2(3),RER,H(3),XT+YT,XA,YA,Drink,Feed1
,,,[ml/h],[ml/h],,[kcal/h],[Cnt],[Cnt],[Cnt],[ml],[g]
10/2/2021 22:19,176,1,42,42,1.008,0.212,358,262,2,24.65,38.21
10/2/2021 22:34,176,1,55,56,1.022,0.28,777,366,30,24.82,39.19
10/2/2021 22:49,176,1,58,59,1.032,0.292,1939,1456,13,25.15,39.53
10/2/2021 23:04,176,1,51,51,1.002,0.259,1404,760,204,25.2,39.57
10/2/2021 23:19,176,1,58,58,1.012,0.291,1222,773,52,25.42,39.69
10/2/2021 23:34,176,1,52,51,0.989,0.261,808,549,8,25.56,39.74
10/2/2021 23:49,176,1,54,54,0.992,0.273,932,670,0,25.72,39.75
10/3/2021 0:04,176,1,51,49,0.956,0.257,45,16,0,25.81,39.96
10/3/2021 0:19,176,1,44,43,0.984,0.219,0,0,0,25.81,39.96
10/3/2021 0:34,176,1,33,32,0.986,0.166,0,0,0,25.81,39.96
10/3/2021 0:49,176,1,31,31,0.997,0.155,0,0,0,25.81,39.96
10/3/2021 1:04,176,1,29,30,1.03,0.148,0,0,0,25.81,39.96
10/3/2021 1:19,176,1,31,31,0.995,0.159,79,64,0,25.81,39.96
10/3/2021 1:34,176,1,30,29,0.98,0.148,1,0,0,25.81,39.96
10/3/2021 1:49,176,1,32,31,0.971,0.162,0,0,0,25.81,39.96
10/3/2021 2:04,176,1,38,37,0.982,0.189,129,94,0,25.82,39.96
10/3/2021 2:19,176,1,41,40,0.974,0.204,2795,2191,6,26.1,40
10/3/2021 2:34,176,1,51,49,0.975,0.254,440,291,2,26.32,40.11
10/3/2021 2:49,176,1,57,55,0.969,0.285,1270,932,31,26.48,40.31
10/3/2021 3:04,176,1,44,42,0.945,0.22,140,94,1,26.48,40.31
10/3/2021 3:19,176,1,38,34,0.91,0.186,0,0,0,26.48,40.31
10/3/2021 3:34,176,1,31,27,0.884,0.15,0,0,0,26.48,40.31
10/3/2021 3:49,176,1,28,26,0.938,0.14,0,0,0,26.48,40.31
10/3/2021 4:04,176,1,40,39,0.98,0.201,3,0,1,26.48,40.31
10/3/2021 4:19,176,1,34,32,0.949,0.168,213,42,6,26.52,40.31
10/3/2021 4:34,176,1,46,45,0.972,0.231,1477,1024,41,26.81,40.31
10/3/2021 4:49,176,1,50,47,0.946,0.25,1544,1069,55,26.95,40.31
10/3/2021 5:04,176,1,52,52,0.994,0.263,683,496,16,27.09,40.31
10/3/2021 5:19,176,1,46,44,0.956,0.23,489,346,0,27.23,40.31
10/3/2021 5:34,176,1,37,34,0.917,0.184,0,0,0,27.23,40.31
10/3/2021 5:49,176,1,30,28,0.948,0.149,0,0,0,27.23,40.31
10/3/2021 6:04,176,1,29,27,0.939,0.144,0,0,0,27.23,40.31
10/3/2021 6:19,176,1,32,31,0.948,0.162,10,0,0,27.23,40.31
10/3/2021 6:34,176,1,40,38,0.956,0.2,1861,1495,1,27.29,40.62
10/3/2021 6:49,176,1,53,52,0.974,0.265,1495,1098,19,27.49,40.62
10/3/2021 7:04,176,1,49,47,0.961,0.244,1022,678,64,27.61,40.62
10/3/2021 7:19,176,1,48,46,0.951,0.239,600,366,49,27.67,40.62
10/3/2021 7:34,176,1,41,37,0.896,0.203,48,16,7,27.67,40.62
10/3/2021 7:49,176,1,31,27,0.892,0.151,0,0,0,27.67,40.62
10/3/2021 8:04,176,1,26,23,0.9,0.126,0,0,0,27.67,40.62
10/3/2021 8:19,176,1,27,24,0.872,0.133,0,0,0,27.67,40.62
10/3/2021 8:34,176,1,28,24,0.859,0.139,0,0,0,27.67,40.62
10/3/2021 8:49,176,1,27,24,0.885,0.135,0,0,0,27.67,40.62
10/3/2021 9:04,176,1,28,26,0.92,0.138,0,0,0,27.67,40.62
10/3/2021 9:19,176,1,27,23,0.876,0.131,0,0,0,27.67,40.62
10/3/2021 9:34,176,1,26,23,0.9,0.127,0,0,0,27.67,40.62
10/3/2021 9:49,176,1,29,27,0.922,0.145,783,585,13,27.67,40.62
10/3/2021 10:04,176,1,49,45,0.916,0.245,2588,1951,22,27.78,40.62
10/3/2021 10:19,176,1,49,44,0.9,0.241,544,353,35,27.85,40.62
10/3/2021 10:34,176,1,42,37,0.89,0.206,286,238,1,27.86,40.62
10/3/2021 10:49,176,1,40,34,0.854,0.196,1,0,0,27.87,40.62
10/3/2021 11:04,176,1,33,28,0.85,0.163,0,0,0,27.87,40.62
10/3/2021 11:19,176,1,32,26,0.806,0.156,1,0,0,27.87,40.62
10/3/2021 11:34,176,1,28,22,0.8,0.133,0,0,0,27.87,40.62
10/3/2021 11:49,176,1,30,25,0.831,0.145,1,0,0,27.87,40.62
10/3/2021 12:04,176,1,28,24,0.868,0.136,0,0,0,27.87,40.62
10/3/2021 12:19,176,1,27,22,0.827,0.131,2,0,0,27.87,40.62
10/3/2021 12:34,176,1,28,23,0.808,0.137,0,0,0,27.87,40.62
10/3/2021 12:49,176,1,28,24,0.833,0.138,0,0,0,27.87,40.62
10/3/2021 13:04,176,1,37,31,0.843,0.179,1,0,0,27.87,40.62
10/3/2021 13:19,176,1,37,31,0.843,0.179,99,68,8,27.87,40.62
10/3/2021 13:34,176,1,31,26,0.845,0.151,5,0,0,27.87,40.62
10/3/2021 13:49,176,1,27,21,0.782,0.128,8,0,0,27.87,40.62
10/3/2021 14:04,176,1,28,23,0.816,0.137,6,0,0,27.87,40.62
10/3/2021 14:19,176,1,25,21,0.858,0.121,8,0,0,27.87,40.62
10/3/2021 14:34,176,1,27,23,0.881,0.13,8,0,0,27.87,40.62
10/3/2021 14:49,176,1,28,23,0.825,0.138,4,0,0,27.87,40.62
10/3/2021 15:04,176,1,39,34,0.863,0.193,308,194,28,27.87,40.62
10/3/2021 15:19,176,1,43,36,0.852,0.208,1854,1345,61,28.17,40.62
10/3/2021 15:34,176,1,46,39,0.859,0.223,35,17,4,28.18,40.62
10/3/2021 15:49,176,1,32,27,0.835,0.157,0,0,0,28.18,40.62
10/3/2021 16:04,176,1,56,48,0.855,0.273,1111,862,19,28.19,40.67
10/3/2021 16:19,176,1,56,48,0.851,0.275,343,224,3,28.29,40.7
10/3/2021 16:34,176,1,38,34,0.894,0.189,0,0,0,28.3,40.77
10/3/2021 16:49,176,1,30,26,0.872,0.147,14,6,0,28.31,40.77
10/3/2021 17:04,176,1,46,41,0.888,0.228,24,4,0,28.38,40.77
10/3/2021 17:19,176,1,46,41,0.885,0.226,137,93,1,28.58,40.77
10/3/2021 17:34,176,1,36,32,0.895,0.179,112,84,0,28.71,40.77
10/3/2021 17:49,176,1,41,37,0.902,0.201,0,0,0,28.75,40.77
10/3/2021 18:04,176,1,37,36,0.982,0.185,180,138,0,28.76,40.77
10/3/2021 18:19,176,1,45,43,0.956,0.227,1220,929,2,28.95,40.77
10/3/2021 18:34,176,1,58,54,0.922,0.288,1197,910,12,29.11,41.07
10/3/2021 18:49,176,1,58,55,0.952,0.29,939,626,19,29.42,41.32
10/3/2021 19:04,176,1,60,55,0.924,0.296,2048,1479,103,29.49,41.47
10/3/2021 19:19,176,1,61,55,0.904,0.3,519,216,73,29.63,41.87
10/3/2021 19:34,176,1,50,46,0.908,0.25,18,0,9,29.63,41.87
10/3/2021 19:49,176,1,33,32,0.963,0.167,19,0,7,29.63,41.87
10/3/2021 20:04,176,1,43,42,0.979,0.216,670,190,200,29.67,41.87
10/3/2021 20:19,176,1,48,46,0.961,0.238,1599,573,552,29.93,41.96
10/3/2021 20:34,176,1,48,48,1.002,0.244,1367,330,620,30.14,41.99
10/3/2021 20:49,176,1,46,45,0.971,0.233,209,8,65,30.26,42
10/3/2021 21:04,176,1,46,46,0.983,0.234,176,13,74,30.27,42
10/3/2021 21:19,176,1,37,36,0.969,0.184,16,0,8,30.41,42
10/3/2021 21:34,176,1,35,34,0.956,0.175,224,84,54,30.41,42
10/3/2021 21:49,176,1,43,41,0.95,0.215,132,8,57,30.52,42
10/3/2021 22:04,176,1,30,32,1.072,0.152,384,257,8,30.58,42.14
10/3/2021 22:19,176,1,44,44,1,0.224,861,572,10,30.69,42.25
10/3/2021 22:34,176,1,57,55,0.956,0.285,1082,575,136,30.93,42.51
10/3/2021 22:49,176,1,55,53,0.969,0.275,1436,523,458,31.2,42.88
10/3/2021 23:04,176,1,60,57,0.96,0.299,765,183,329,31.52,43.19
10/3/2021 23:19,176,1,61,59,0.964,0.305,554,167,173,31.62,43.75
10/3/2021 23:34,176,1,59,58,0.98,0.296,5,0,1,31.63,43.76
10/3/2021 23:49,176,1,38,38,0.996,0.191,9,0,0,31.73,43.76
10/4/2021 0:04,176,1,33,32,0.963,0.166,7,0,0,31.73,43.76
10/4/2021 0:19,176,1,38,36,0.969,0.189,1739,1245,41,31.89,43.76
10/4/2021 0:34,176,1,52,51,0.988,0.262,520,320,2,32.1,43.83
10/4/2021 0:49,176,1,55,52,0.947,0.273,827,602,13,32.24,44.15
10/4/2021 1:04,176,1,55,52,0.938,0.275,349,173,32,32.58,44.38
10/4/2021 1:19,176,1,54,50,0.914,0.269,130,88,9,32.58,44.38
10/4/2021 1:34,176,1,32,33,1.011,0.163,0,0,0,32.58,44.38
10/4/2021 1:49,176,1,29,27,0.932,0.144,0,0,0,32.58,44.38
10/4/2021 2:04,176,1,34,33,0.985,0.171,0,0,0,32.58,44.38
10/4/2021 2:19,176,1,39,37,0.943,0.195,0,0,0,32.58,44.38
10/4/2021 2:34,176,1,37,35,0.943,0.185,4,0,0,32.58,44.38
10/4/2021 2:49,176,1,29,28,0.99,0.145,103,51,1,32.58,44.45
10/4/2021 3:04,176,1,46,44,0.951,0.23,1185,808,11,32.59,44.45
10/4/2021 3:19,176,1,49,48,0.976,0.248,719,352,105,32.97,44.62
10/4/2021 3:34,176,1,54,52,0.96,0.272,1082,510,222,33.09,45.02
10/4/2021 3:49,176,1,44,42,0.95,0.222,212,0,121,33.12,45.09
10/4/2021 4:04,176,1,32,30,0.956,0.159,1,0,0,33.12,45.09
10/4/2021 4:19,176,1,30,28,0.932,0.149,3,0,1,33.12,45.11
10/4/2021 4:34,176,1,30,28,0.932,0.151,51,0,2,33.12,45.27
10/4/2021 4:49,176,1,45,42,0.95,0.223,1010,617,96,33.29,45.32
10/4/2021 5:04,176,1,53,50,0.938,0.265,2001,1167,228,33.58,45.32
10/4/2021 5:19,176,1,59,55,0.943,0.292,964,228,355,33.58,45.46
10/4/2021 5:34,176,1,51,48,0.938,0.256,1629,731,439,33.79,45.81
10/4/2021 5:49,176,1,49,46,0.922,0.245,319,95,77,33.93,46.28
10/4/2021 6:04,176,1,54,52,0.965,0.272,1841,1159,179,34.06,46.48
10/4/2021 6:19,176,1,54,52,0.951,0.27,890,188,262,34.1,47.45
10/4/2021 6:34,176,1,51,49,0.946,0.256,948,654,28,34.36,47.57
10/4/2021 6:49,176,1,53,49,0.933,0.262,67,5,2,34.36,48.27
10/4/2021 7:04,176,1,33,31,0.941,0.165,0,0,0,34.36,48.27
10/4/2021 7:19,176,1,29,27,0.931,0.142,0,0,0,34.36,48.27
10/4/2021 7:34,176,1,30,29,0.964,0.151,0,0,0,34.36,48.27
10/4/2021 7:49,176,1,27,25,0.929,0.132,0,0,0,34.36,48.27
10/4/2021 8:04,176,1,30,28,0.924,0.148,0,0,0,34.36,48.27
10/4/2021 8:19,176,1,30,26,0.889,0.147,0,0,0,34.36,48.27
10/4/2021 8:34,176,1,26,23,0.872,0.129,0,0,0,34.36,48.27
10/4/2021 8:49,176,1,29,25,0.848,0.143,0,0,0,34.36,48.27
10/4/2021 9:04,176,1,42,41,0.967,0.213,0,0,0,34.36,48.27
10/4/2021 9:19,176,1,36,33,0.929,0.178,1348,1022,12,34.45,48.49
10/4/2021 9:34,176,1,46,43,0.95,0.228,1466,1040,47,34.52,48.53
10/4/2021 9:49,176,1,48,44,0.903,0.238,750,576,15,34.52,48.66
10/4/2021 10:04,176,1,30,28,0.916,0.15,0,0,0,34.52,48.66
10/4/2021 10:19,176,1,30,26,0.864,0.146,79,65,1,34.53,48.66
10/4/2021 10:34,176,1,41,36,0.869,0.203,102,73,0,34.59,48.66
10/4/2021 10:49,176,1,30,28,0.916,0.15,0,0,0,34.6,48.66
10/4/2021 11:04,176,1,28,28,0.973,0.142,0,0,0,34.6,48.66
10/4/2021 11:19,176,1,31,28,0.9,0.152,0,0,0,34.6,48.66
10/4/2021 11:34,176,1,28,24,0.851,0.136,0,0,0,34.6,48.66
10/4/2021 11:49,176,1,28,23,0.825,0.136,0,0,0,34.6,48.66
10/4/2021 12:04,176,1,31,26,0.845,0.151,0,0,0,34.6,48.66
10/4/2021 12:19,176,1,29,25,0.839,0.143,0,0,0,34.6,48.66
10/4/2021 12:34,176,1,31,26,0.853,0.151,0,0,0,34.61,48.66
10/4/2021 12:49,176,1,35,31,0.9,0.173,0,0,0,34.61,48.66
10/4/2021 13:04,176,1,38,35,0.93,0.187,312,201,28,34.66,48.66
10/4/2021 13:19,176,1,38,34,0.891,0.188,92,68,11,34.66,48.66
10/4/2021 13:34,176,1,27,24,0.894,0.133,0,0,0,34.66,48.66
10/4/2021 13:49,176,1,28,25,0.894,0.139,0,0,0,34.66,48.66
10/4/2021 14:04,176,1,25,23,0.928,0.124,0,0,0,34.66,48.66
10/4/2021 14:19,176,1,26,22,0.836,0.126,0,0,0,34.66,48.66
10/4/2021 14:34,176,1,28,24,0.859,0.138,0,0,0,34.66,48.66
10/4/2021 14:49,176,1,25,23,0.946,0.124,0,0,0,34.66,48.66
10/4/2021 15:04,176,1,25,22,0.916,0.122,0,0,0,34.66,48.66
10/4/2021 15:19,176,1,26,23,0.891,0.127,0,0,0,34.66,48.66
10/4/2021 15:34,176,1,32,31,0.979,0.162,0,0,0,34.76,48.66
10/4/2021 15:49,176,1,32,30,0.948,0.159,90,61,1,34.87,48.66
10/4/2021 16:04,176,1,33,30,0.912,0.163,0,0,0,34.87,48.66
10/4/2021 16:19,176,1,31,28,0.9,0.154,1,0,0,34.87,48.66
10/4/2021 16:34,176,1,28,28,0.982,0.143,0,0,0,34.87,48.66
10/4/2021 16:49,176,1,33,30,0.905,0.164,0,0,0,34.87,48.66
10/4/2021 17:04,176,1,40,38,0.95,0.201,344,238,17,34.92,48.66
10/4/2021 17:19,176,1,50,45,0.903,0.247,1047,691,54,35.17,48.66
10/4/2021 17:34,176,1,48,45,0.94,0.239,35,22,1,35.22,48.82
10/4/2021 17:49,176,1,31,29,0.956,0.153,9,4,0,35.22,48.82
10/4/2021 18:04,176,1,48,46,0.971,0.239,563,375,48,35.25,48.82
10/4/2021 18:19,176,1,49,48,0.966,0.247,1500,747,262,35.46,49.25
10/4/2021 18:34,176,1,57,55,0.964,0.284,1321,819,77,35.69,49.61
10/4/2021 18:49,176,1,56,55,0.977,0.282,632,218,2,35.81,49.61
10/4/2021 19:04,176,1,63,60,0.956,0.316,932,483,0,36.02,49.61
10/4/2021 19:19,176,1,56,54,0.956,0.282,854,515,38,36.2,49.61
10/4/2021 19:34,176,1,58,56,0.969,0.29,1393,688,255,36.41,49.61
10/4/2021 19:49,176,1,64,62,0.968,0.319,1932,1066,316,36.56,55.5
10/4/2021 20:04,176,1,58,56,0.973,0.29,2184,986,582,36.58,55.7
10/4/2021 20:19,176,1,59,57,0.964,0.294,174,50,34,36.7,55.7
10/4/2021 20:34,176,1,41,40,0.974,0.207,28,0,11,36.73,55.7
10/4/2021 20:49,176,1,36,35,0.99,0.179,196,24,12,36.83,55.7
10/4/2021 21:04,176,1,44,45,1.012,0.223,454,153,57,36.89,55.7
10/4/2021 21:19,176,1,43,44,1.019,0.217,2152,712,853,37.1,55.95
10/4/2021 21:34,176,1,54,54,1.01,0.272,1610,616,456,37.42,56.27
10/4/2021 21:49,176,1,59,59,0.989,0.299,1996,903,526,37.72,56.7
10/4/2021 22:04,176,1,55,56,1.009,0.279,654,232,73,37.78,57.17
10/4/2021 22:19,176,1,56,56,0.996,0.283,481,247,41,37.98,57.61
10/4/2021 22:34,176,1,48,48,0.982,0.244,12,4,0,38.08,57.62
10/4/2021 22:49,176,1,39,39,1.013,0.196,0,0,0,38.08,57.62
10/4/2021 23:04,176,1,37,37,1.009,0.187,5,0,0,38.16,57.62
10/4/2021 23:19,176,1,37,36,0.976,0.186,6,0,0,38.16,57.64
10/4/2021 23:34,176,1,44,44,1,0.223,100,76,0,38.31,57.64
10/4/2021 23:49,176,1,37,38,1.029,0.188,20,1,0,38.32,57.64
10/5/2021 0:04,176,1,49,48,0.99,0.246,1517,869,143,38.52,58.05
10/5/2021 0:19,176,1,47,46,0.977,0.235,1385,563,375,38.75,58.28
10/5/2021 0:34,176,1,60,60,0.997,0.305,1661,745,384,38.95,58.53
10/5/2021 0:49,176,1,53,52,0.984,0.267,431,80,127,39.15,58.94
10/5/2021 1:04,176,1,60,58,0.96,0.3,674,470,19,39.3,59.12
10/5/2021 1:19,176,1,52,49,0.942,0.261,0,0,0,39.3,59.12
10/5/2021 1:34,176,1,34,33,0.97,0.171,0,0,0,39.3,59.12
10/5/2021 1:49,176,1,34,35,1.028,0.172,0,0,0,39.3,59.12
10/5/2021 2:04,176,1,32,31,0.979,0.161,0,0,0,39.3,59.12
10/5/2021 2:19,176,1,30,31,1.014,0.153,0,0,0,39.3,59.12
10/5/2021 2:34,176,1,34,34,0.977,0.173,5,0,2,39.3,59.12
10/5/2021 2:49,176,1,39,39,0.997,0.198,69,53,0,39.3,59.27
10/5/2021 3:04,176,1,49,49,1.005,0.249,1913,1466,37,39.49,59.31
10/5/2021 3:19,176,1,53,51,0.965,0.267,486,179,155,39.7,59.56
10/5/2021 3:34,176,1,45,45,0.988,0.229,261,0,240,39.7,59.56
10/5/2021 3:49,176,1,39,38,0.98,0.197,1145,484,327,39.95,59.59
10/5/2021 4:04,176,1,49,48,0.976,0.246,1917,851,537,40.11,59.65
10/5/2021 4:19,176,1,53,51,0.961,0.264,803,228,290,40.2,59.84
10/5/2021 4:34,176,1,56,54,0.969,0.279,1139,569,181,40.44,60.38
10/5/2021 4:49,176,1,53,51,0.956,0.266,152,71,5,40.5,60.72
10/5/2021 5:04,176,1,43,40,0.933,0.212,32,0,8,40.54,60.72
10/5/2021 5:19,176,1,37,34,0.929,0.182,0,0,0,40.54,60.72
10/5/2021 5:34,176,1,31,32,1.011,0.158,0,0,0,40.54,60.72
10/5/2021 5:49,176,1,28,26,0.947,0.137,0,0,0,40.54,60.72
10/5/2021 6:04,176,1,26,26,1.023,0.131,0,0,0,40.54,60.72
10/5/2021 6:19,176,1,29,28,0.964,0.143,85,64,1,40.54,60.72
10/5/2021 6:34,176,1,43,42,0.984,0.217,1509,1117,8,40.65,60.8
10/5/2021 6:49,176,1,55,54,0.988,0.275,1318,866,38,40.94,60.83
10/5/2021 7:04,176,1,44,43,0.979,0.219,657,387,32,41.11,60.89
10/5/2021 7:19,176,1,40,36,0.908,0.197,205,0,0,41.11,60.89
10/5/2021 7:34,176,1,29,27,0.93,0.144,214,0,0,41.11,60.89
10/5/2021 7:49,176,1,27,26,0.956,0.135,203,0,0,41.11,60.89
10/5/2021 8:04,176,1,26,26,1.001,0.133,214,0,0,41.11,60.89
10/5/2021 8:19,176,1,32,30,0.925,0.161,192,0,0,41.12,60.89
10/5/2021 8:34,176,1,28,27,0.956,0.139,235,0,0,41.12,60.89
10/5/2021 8:49,176,1,27,25,0.903,0.135,217,0,0,41.12,60.89
10/5/2021 9:04,176,1,36,35,0.949,0.182,243,31,0,41.12,60.89
10/5/2021 9:19,176,1,44,41,0.923,0.218,1982,1524,20,41.29,60.89
10/5/2021 9:34,176,1,46,42,0.903,0.228,52,23,10,41.31,61.05
10/5/2021 9:49,176,1,31,30,0.956,0.156,0,0,0,41.31,61.1
10/5/2021 10:04,176,1,29,28,0.982,0.145,0,0,0,41.31,61.1
10/5/2021 10:19,176,1,31,26,0.853,0.151,0,0,0,41.31,61.32
10/5/2021 10:34,176,1,30,27,0.914,0.148,0,0,0,41.31,61.4
10/5/2021 10:49,176,1,28,25,0.903,0.138,0,0,0,41.31,61.4
10/5/2021 11:04,176,1,50,46,0.921,0.248,635,473,22,41.33,61.43
10/5/2021 11:19,176,1,49,44,0.89,0.241,634,414,22,41.5,61.43
10/5/2021 11:34,176,1,56,48,0.855,0.276,430,325,3,41.65,61.43
10/5/2021 11:49,176,1,37,36,0.956,0.187,0,0,0,41.66,61.43
10/5/2021 12:04,176,1,24,26,1.09,0.122,0,0,0,41.66,61.43
10/5/2021 12:19,176,1,31,26,0.845,0.149,0,0,0,41.66,61.43
10/5/2021 12:34,176,1,27,25,0.929,0.136,0,0,0,41.66,61.43
10/5/2021 12:49,176,1,32,31,0.964,0.162,0,0,0,41.66,61.43
10/5/2021 13:04,176,1,31,26,0.853,0.15,0,0,0,41.66,61.43
10/5/2021 13:19,176,1,34,31,0.934,0.167,272,163,0,41.72,61.43
10/5/2021 13:34,176,1,53,50,0.933,0.265,379,256,23,41.87,61.43
10/5/2021 13:49,176,1,37,33,0.909,0.181,0,0,0,41.87,61.43
10/5/2021 14:04,176,1,31,27,0.876,0.151,0,0,0,41.87,61.43
10/5/2021 14:19,176,1,31,29,0.956,0.153,0,0,0,41.88,61.43
10/5/2021 14:34,176,1,27,25,0.92,0.136,0,0,0,41.88,61.43
10/5/2021 14:49,176,1,33,33,1.016,0.165,0,0,0,41.89,61.43
10/5/2021 15:04,176,1,28,24,0.842,0.138,0,0,0,41.89,61.43
10/5/2021 15:19,176,1,28,26,0.938,0.139,0,0,0,41.9,61.43
10/5/2021 15:34,176,1,43,41,0.95,0.217,125,99,1,41.91,61.43
10/5/2021 15:49,176,1,34,32,0.963,0.168,0,0,0,41.91,61.43
10/5/2021 16:04,176,1,30,28,0.948,0.149,0,0,0,41.91,61.43
10/5/2021 16:19,176,1,29,27,0.939,0.143,0,0,0,41.91,61.43
10/5/2021 16:34,176,1,29,29,0.972,0.148,0,0,0,41.92,61.43
10/5/2021 16:49,176,1,41,37,0.902,0.203,62,54,0,42.16,61.43
10/5/2021 17:04,176,1,32,31,0.956,0.16,0,0,0,42.18,61.43
10/5/2021 17:19,176,1,37,34,0.91,0.183,0,0,0,42.18,61.43
10/5/2021 17:34,176,1,25,26,1.043,0.129,81,64,3,42.28,61.43
10/5/2021 17:49,176,1,44,42,0.939,0.221,0,0,0,42.37,61.43
10/5/2021 18:04,176,1,49,47,0.966,0.245,533,406,10,42.38,61.43
10/5/2021 18:19,176,1,53,49,0.928,0.264,1342,967,31,42.6,61.43
10/5/2021 18:34,176,1,56,54,0.978,0.28,1191,609,265,42.73,62.07
10/5/2021 18:49,176,1,56,55,0.991,0.28,182,86,39,42.88,62.45
10/5/2021 19:04,176,1,41,43,1.04,0.209,98,60,4,42.88,62.45
10/5/2021 19:19,176,1,49,47,0.946,0.246,1096,490,267,43.2,62.45
10/5/2021 19:34,176,1,47,47,0.998,0.239,251,63,91,43.33,62.62
10/5/2021 19:49,176,1,57,57,1.005,0.285,243,67,71,43.51,62.98
10/5/2021 20:04,176,1,37,36,0.981,0.184,242,0,10,43.54,62.98
10/5/2021 20:19,176,1,37,36,0.963,0.186,22,0,1,43.55,62.99
10/5/2021 20:34,176,1,33,34,1.031,0.165,36,1,9,43.7,63.02
10/5/2021 20:49,176,1,43,42,0.973,0.215,477,234,91,43.89,63.25
10/5/2021 21:04,176,1,52,54,1.043,0.263,686,288,161,44.17,64.45
10/5/2021 21:19,176,1,60,59,0.98,0.302,249,48,106,44.37,65.28
10/5/2021 21:34,176,1,42,43,1.022,0.212,30,0,14,44.37,65.32
10/5/2021 21:49,176,1,46,46,1.004,0.23,777,53,654,44.49,65.32
10/5/2021 22:04,176,1,49,50,1.022,0.25,677,77,479,44.57,65.32
10/5/2021 22:19,176,1,50,49,0.976,0.25,47,0,10,44.57,65.32
10/5/2021 22:34,176,1,47,50,1.067,0.239,448,121,153,44.84,65.32
10/5/2021 22:49,176,1,63,67,1.061,0.323,1868,732,556,45.11,66.7
10/5/2021 23:04,176,1,58,62,1.064,0.299,2270,608,1179,45.22,67.05
10/5/2021 23:19,176,1,67,69,1.031,0.338,2563,1008,1011,45.49,67.5
10/5/2021 23:34,176,1,58,60,1.049,0.294,1435,168,887,45.5,67.5
10/5/2021 23:49,176,1,58,61,1.043,0.298,1468,524,520,45.84,69.89
10/6/2021 0:04,176,1,45,50,1.111,0.235,16,0,7,45.85,69.89
10/6/2021 0:19,176,1,46,49,1.072,0.236,8,0,6,45.85,69.89
10/6/2021 0:34,176,1,39,40,1.03,0.197,14,0,4,45.85,69.89
10/6/2021 0:49,176,1,36,39,1.07,0.187,214,87,40,45.85,69.89
10/6/2021 1:04,176,1,43,46,1.057,0.222,102,0,48,46.04,69.89
10/6/2021 1:19,176,1,43,45,1.051,0.22,318,78,68,46.17,69.89
10/6/2021 1:34,176,1,51,54,1.067,0.259,393,186,94,46.36,70.06
10/6/2021 1:49,176,1,48,50,1.043,0.242,350,68,66,46.48,70.2
10/6/2021 2:04,176,1,49,53,1.081,0.252,293,0,177,46.51,70.22
10/6/2021 2:19,176,1,45,47,1.059,0.229,390,186,74,46.67,70.26
10/6/2021 2:34,176,1,43,46,1.063,0.222,1365,656,301,47.05,70.95
10/6/2021 2:49,176,1,56,57,1.018,0.285,1517,284,821,47.27,70.95
10/6/2021 3:04,176,1,58,62,1.071,0.295,2230,1079,574,47.38,73.41
10/6/2021 3:19,176,1,62,63,1.012,0.314,85,5,39,47.38,73.52
10/6/2021 3:34,176,1,46,48,1.032,0.236,1,0,0,47.39,73.52
10/6/2021 3:49,176,1,44,47,1.069,0.225,0,0,0,47.39,73.52
10/6/2021 4:04,176,1,35,37,1.068,0.179,0,0,0,47.39,73.52
10/6/2021 4:19,176,1,37,42,1.119,0.192,72,52,2,47.39,73.52
10/6/2021 4:34,176,1,42,44,1.049,0.216,1527,1044,45,47.56,73.52
10/6/2021 4:49,176,1,52,55,1.058,0.264,1707,1196,78,47.8,73.52
10/6/2021 5:04,176,1,49,51,1.035,0.251,198,97,15,48.01,74.63
10/6/2021 5:19,176,1,42,43,1.019,0.214,0,0,0,48.01,74.63
10/6/2021 5:34,176,1,36,38,1.056,0.184,0,0,0,48.01,74.63
10/6/2021 5:49,176,1,33,34,1.039,0.169,0,0,0,48.01,74.63
10/6/2021 6:04,176,1,36,38,1.063,0.183,122,81,11,48.01,74.63
10/6/2021 6:19,176,1,40,43,1.077,0.206,1174,801,16,48.23,74.71
10/6/2021 6:34,176,1,48,51,1.045,0.246,512,229,51,48.4,75.02
10/6/2021 6:49,176,1,57,58,1.008,0.29,760,494,51,48.64,75.02
