Abbey 2.8.22,Abbey Glp1R LepR 2.8.22,GFF 2.8.22,Chow,2.8.22,,,,,,,
,TSE PhenoMaster V7.9.5 (2021-5214),,,,,,,,,,
Box,Animal No.,Weight [g],Text1,Text2,Text3,,,,,,
1,725,21.5,f,++FF, ,,,,,,
2,995,20.2,f,++FF, ,,,,,,
3,973,22.1,f,G+FFRR, ,,,,,,
4,974,22.5,f,G+FFRR, ,,,,,,
5,975,26.3,F,G+FFRR, ,,,,,,
6,736,30.9,F,G+FFRR, ,,,,,,
7,733,18.1,F,++FFRR, ,,,,,,
8,734,27.2,F,G+FFRR, ,,,,,,
13,735,20.5,F,++FFRR, ,,,,,,
14,970,23.3,M,++FFRR, ,,,,,,
15,971,28.8,m,G+FFRR, ,,,,,,
16,972,21.8,m,++FFRR, ,,,,,,
17,635,23.9,m,G+FFRR, ,,,,,,
18,731,29.4,m,++FFRR, ,,,,,,
19,730,23.1,m,G+FFRR, ,,,,,,
,,,,,,,,,,,
Date Time,Animal No.,Box,VO2(3),VCO2(3),RER,H(3),XT+YT,XA,YA,Drink,Feed1
,,,[ml/h],[ml/h],,[kcal/h],[Cnt],[Cnt],[Cnt],[ml],[g]
2/14/2022 3:04:22,970,14,48,45,0.931,0.24,148,79,6,30.76,25.56
2/14/2022 3:19:22,970,14,69,65,0.942,0.343,1465,1013,89,30.93,25.59
2/14/2022 3:34:22,970,14,73,71,0.966,0.367,1069,699,72,31.12,25.75
2/14/2022 3:49:22,970,14,70,67,0.956,0.35,1368,834,76,31.2,25.75
2/14/2022 4:04:22,970,14,63,59,0.942,0.314,453,297,24,31.26,25.75
2/14/2022 4:19:22,970,14,49,44,0.897,0.243,0,0,0,31.27,25.75
2/14/2022 4:34:22,970,14,47,40,0.868,0.228,0,0,0,31.27,25.75
2/14/2022 4:49:22,970,14,47,40,0.868,0.228,118,91,1,31.28,25.75
2/14/2022 5:04:23,970,14,70,68,0.963,0.353,1934,1249,182,31.44,25.95
2/14/2022 5:19:22,970,14,70,68,0.967,0.352,1471,872,178,31.89,26.52
2/14/2022 5:34:22,970,14,72,70,0.973,0.36,752,323,186,31.98,26.52
2/14/2022 5:49:22,970,14,57,54,0.95,0.285,0,0,0,31.99,26.52
2/14/2022 6:04:22,970,14,43,40,0.94,0.212,1,0,1,31.99,26.52
2/14/2022 6:19:22,970,14,40,36,0.903,0.196,2,0,0,31.99,26.52
2/14/2022 6:34:23,970,14,40,35,0.866,0.196,0,0,0,32,26.52
2/14/2022 6:49:22,970,14,39,34,0.884,0.192,179,97,6,32,26.54
2/14/2022 7:04:22,970,14,68,66,0.975,0.34,1786,1040,246,32.16,26.54
2/14/2022 7:19:22,970,14,60,55,0.921,0.298,7,0,1,32.17,26.54
2/14/2022 7:34:22,970,14,53,49,0.928,0.263,1,0,1,32.17,26.54
2/14/2022 7:49:22,970,14,39,35,0.909,0.192,0,0,0,32.17,26.54
2/14/2022 8:04:23,970,14,37,33,0.906,0.181,0,0,0,32.17,26.54
2/14/2022 8:19:22,970,14,40,34,0.854,0.197,0,0,0,32.17,26.54
2/14/2022 8:34:22,970,14,39,34,0.872,0.193,0,0,0,32.17,26.54
2/14/2022 8:49:22,970,14,38,32,0.857,0.185,0,0,0,32.18,26.54
2/14/2022 9:04:22,970,14,49,46,0.921,0.245,0,0,0,32.18,26.54
2/14/2022 9:19:22,970,14,40,34,0.86,0.195,0,0,0,32.18,26.54
2/14/2022 9:34:22,970,14,40,33,0.842,0.193,0,0,0,32.18,26.54
2/14/2022 9:49:22,970,14,40,34,0.836,0.195,55,34,5,32.18,26.54
2/14/2022 10:04:23,970,14,51,45,0.882,0.249,2,1,0,32.19,26.54
2/14/2022 10:19:22,970,14,40,34,0.854,0.194,0,0,0,32.19,26.54
2/14/2022 10:34:22,970,14,40,33,0.842,0.193,0,0,0,32.19,26.54
2/14/2022 10:49:22,970,14,41,35,0.857,0.2,3,1,0,32.19,26.54
2/14/2022 11:04:22,970,14,41,34,0.83,0.197,0,0,0,32.2,26.54
2/14/2022 11:19:23,970,14,41,34,0.842,0.199,0,0,0,32.2,26.54
2/14/2022 11:34:22,970,14,40,32,0.807,0.193,0,0,0,32.2,26.54
2/14/2022 11:49:22,970,14,47,41,0.858,0.232,0,0,0,32.2,26.54
2/14/2022 12:04:22,970,14,40,32,0.807,0.194,0,0,0,32.2,26.54
2/14/2022 12:19:22,970,14,38,30,0.795,0.185,0,0,0,32.21,26.54
2/14/2022 12:34:23,970,14,38,31,0.814,0.186,0,0,0,32.21,26.54
2/14/2022 12:49:22,970,14,42,31,0.748,0.199,0,0,0,32.21,26.54
2/14/2022 13:04:23,970,14,47,37,0.788,0.228,401,279,13,32.21,26.54
2/14/2022 13:19:22,970,14,61,53,0.869,0.299,1039,592,65,32.37,26.54
2/14/2022 13:34:22,970,14,57,52,0.92,0.282,44,1,26,32.37,26.54
2/14/2022 13:49:22,970,14,42,34,0.817,0.203,0,0,0,32.37,26.54
2/14/2022 14:04:22,970,14,38,31,0.814,0.186,0,0,0,32.37,26.54
2/14/2022 14:19:23,970,14,39,32,0.82,0.189,0,0,0,32.37,26.54
2/14/2022 14:34:23,970,14,39,31,0.795,0.189,0,0,0,32.37,26.54
2/14/2022 14:49:22,970,14,36,29,0.816,0.174,0,0,0,32.38,26.54
2/14/2022 15:04:22,970,14,36,30,0.828,0.177,0,0,0,32.38,26.54
2/14/2022 15:19:22,970,14,36,30,0.843,0.174,0,0,0,32.38,26.54
2/14/2022 15:34:23,970,14,35,29,0.843,0.17,0,0,0,32.39,26.54
2/14/2022 15:49:22,970,14,46,41,0.887,0.227,1073,664,154,32.39,26.63
2/14/2022 16:04:22,970,14,60,54,0.901,0.294,915,406,301,32.53,26.77
2/14/2022 16:19:23,970,14,46,41,0.881,0.226,0,0,0,32.53,26.77
2/14/2022 16:34:22,970,14,42,35,0.821,0.206,0,0,0,32.53,26.77
2/14/2022 16:49:22,970,14,38,34,0.901,0.188,0,0,0,32.53,26.77
2/14/2022 17:04:22,970,14,38,32,0.844,0.184,0,0,0,32.54,26.77
2/14/2022 17:19:22,970,14,43,36,0.849,0.209,0,0,0,32.54,26.77
2/14/2022 17:34:22,970,14,46,41,0.883,0.228,860,592,41,32.6,26.93
2/14/2022 17:49:23,970,14,56,51,0.919,0.277,0,0,0,32.6,26.93
2/14/2022 18:04:22,970,14,43,38,0.894,0.211,0,0,0,32.61,26.93
2/14/2022 18:19:22,970,14,50,46,0.917,0.249,306,170,48,32.61,26.95
2/14/2022 18:34:22,970,14,67,63,0.949,0.334,1252,644,165,32.92,27.41
2/14/2022 18:49:22,970,14,70,67,0.956,0.349,608,335,67,33.01,27.45
2/14/2022 19:04:22,970,14,64,62,0.976,0.32,650,275,225,33.2,27.45
2/14/2022 19:19:22,970,14,70,69,0.987,0.351,1381,580,414,33.39,27.53
2/14/2022 19:34:22,970,14,63,60,0.95,0.315,141,78,0,33.39,27.53
2/14/2022 19:49:22,970,14,61,60,0.974,0.308,2448,339,1656,33.56,27.8
2/14/2022 20:04:22,970,14,56,55,0.98,0.284,101,0,3,33.57,27.8
2/14/2022 20:19:22,970,14,60,58,0.971,0.299,798,198,312,33.65,28.15
2/14/2022 20:34:22,970,14,56,54,0.959,0.281,151,84,22,33.74,28.16
2/14/2022 20:49:22,970,14,70,70,1.009,0.352,2015,1008,439,33.92,28.24
2/14/2022 21:04:22,970,14,60,63,1.05,0.307,480,166,219,33.99,28.24
2/14/2022 21:19:22,970,14,53,51,0.969,0.266,2,0,2,34.07,28.24
2/14/2022 21:34:22,970,14,50,50,0.996,0.251,74,37,8,34.07,28.24
2/14/2022 21:49:22,970,14,59,60,1.013,0.3,608,333,77,34.29,28.36
2/14/2022 22:04:22,970,14,72,74,1.037,0.364,912,382,121,34.51,28.59
2/14/2022 22:19:22,970,14,71,72,1.009,0.361,1775,412,871,34.62,28.62
2/14/2022 22:34:22,970,14,63,64,1.007,0.32,200,0,0,34.62,28.62
2/14/2022 22:49:22,970,14,53,50,0.95,0.263,734,105,207,34.72,28.71
2/14/2022 23:04:23,970,14,59,61,1.027,0.301,723,131,403,34.79,28.8
2/14/2022 23:19:22,970,14,59,58,0.991,0.297,843,187,431,34.89,29.19
2/14/2022 23:34:22,970,14,78,79,1.012,0.394,1621,743,329,35.1,29.37
2/14/2022 23:49:22,970,14,78,80,1.028,0.396,2334,1189,479,35.23,29.54
2/15/2022 0:04:23,970,14,83,87,1.045,0.423,1971,1109,277,35.42,29.64
2/15/2022 0:19:22,970,14,76,76,0.999,0.385,1624,772,343,35.55,30.83
2/15/2022 0:34:23,970,14,76,78,1.025,0.384,1511,950,174,35.67,31.34
2/15/2022 0:49:22,970,14,77,80,1.038,0.392,1196,682,165,35.74,31.35
2/15/2022 1:04:22,970,14,69,69,1.002,0.347,290,182,3,35.74,31.35
2/15/2022 1:19:22,970,14,65,64,0.98,0.329,264,186,5,35.75,31.35
2/15/2022 1:34:22,970,14,60,57,0.95,0.3,3,0,1,35.75,31.35
2/15/2022 1:49:22,970,14,46,44,0.962,0.231,0,0,0,35.75,31.35
2/15/2022 2:04:22,970,14,45,41,0.93,0.221,0,0,0,35.76,31.35
2/15/2022 2:19:22,970,14,46,45,0.972,0.232,64,37,1,35.76,31.35
2/15/2022 2:34:22,970,14,53,49,0.937,0.263,522,360,33,35.87,31.35
2/15/2022 2:49:22,970,14,80,80,0.991,0.405,1278,698,122,36.01,31.61
2/15/2022 3:04:22,970,14,63,60,0.961,0.315,196,117,7,36.18,31.62
2/15/2022 3:19:22,970,14,51,49,0.97,0.255,0,0,0,36.19,31.62
2/15/2022 3:34:23,970,14,46,45,0.962,0.232,1,0,0,36.19,31.62
2/15/2022 3:49:22,970,14,44,42,0.935,0.221,19,0,0,36.19,31.62
2/15/2022 4:04:22,970,14,56,55,0.976,0.282,600,294,12,36.25,31.62
2/15/2022 4:19:23,970,14,71,68,0.953,0.356,1391,846,86,36.46,32.67
2/15/2022 4:34:22,970,14,78,77,0.987,0.392,2028,1061,407,36.59,32.81
2/15/2022 4:49:23,970,14,84,86,1.021,0.425,1601,622,494,36.72,32.81
2/15/2022 5:04:22,970,14,78,78,0.993,0.394,2382,879,873,36.91,32.82
2/15/2022 5:19:22,970,14,77,75,0.974,0.386,2621,1264,774,37.06,33.87
2/15/2022 5:34:22,970,14,75,71,0.952,0.372,562,125,247,37.06,33.87
2/15/2022 5:49:22,970,14,69,66,0.963,0.344,8,0,7,37.07,33.87
2/15/2022 6:04:23,970,14,47,43,0.92,0.234,0,0,0,37.07,33.87
2/15/2022 6:19:23,970,14,42,38,0.905,0.207,6,0,0,37.07,33.87
2/15/2022 6:34:23,970,14,41,37,0.91,0.204,2,0,2,37.07,33.87
2/15/2022 6:49:22,970,14,39,36,0.927,0.193,1,0,0,37.08,33.87
2/15/2022 7:04:22,970,14,38,36,0.939,0.189,0,0,0,37.08,33.87
2/15/2022 7:19:22,970,14,61,62,1.011,0.309,1199,667,191,37.18,33.87
2/15/2022 7:34:23,970,14,65,63,0.965,0.325,995,434,232,37.27,33.87
2/15/2022 7:49:22,970,14,58,55,0.937,0.29,2,0,1,37.27,33.87
2/15/2022 8:04:22,970,14,43,40,0.929,0.213,0,0,0,37.27,33.87
2/15/2022 8:19:22,970,14,37,33,0.912,0.181,0,0,0,37.28,33.87
2/15/2022 8:34:22,970,14,33,32,0.99,0.164,0,0,0,37.28,33.87
2/15/2022 8:49:22,970,14,38,35,0.92,0.19,0,0,0,37.28,33.87
2/15/2022 9:04:22,970,14,41,35,0.863,0.201,0,0,0,37.28,33.87
2/15/2022 9:19:23,970,14,46,39,0.86,0.224,37,23,9,37.28,33.87
2/15/2022 9:34:22,970,14,51,44,0.873,0.249,0,0,0,37.28,33.87
2/15/2022 9:49:22,970,14,53,48,0.913,0.26,0,0,0,37.29,33.87
2/15/2022 10:04:22,970,14,38,34,0.901,0.186,0,0,0,37.29,33.87
2/15/2022 10:19:22,970,14,42,35,0.828,0.204,2,1,0,37.29,33.87
2/15/2022 10:34:22,970,14,43,35,0.805,0.208,0,0,0,37.29,33.87
2/15/2022 10:49:22,970,14,42,35,0.834,0.203,0,0,0,37.29,33.87
2/15/2022 11:04:22,970,14,38,34,0.888,0.186,3,0,0,37.3,33.87
2/8/2022 10:49:22,971,15,66,53,0.801,0.32,4014,1536,1645,0.01,0.41
2/8/2022 11:04:22,971,15,73,61,0.841,0.354,3190,1318,1078,0.01,0.41
2/8/2022 11:19:22,971,15,70,60,0.858,0.34,605,168,160,0.02,0.42
2/8/2022 11:34:23,971,15,61,56,0.906,0.303,1211,456,483,0.02,0.42
2/8/2022 11:49:22,971,15,55,46,0.839,0.267,65,6,5,0.02,0.42
2/8/2022 12:04:22,971,15,66,59,0.898,0.324,3571,1606,1205,0.02,0.43
2/8/2022 12:19:22,971,15,69,62,0.9,0.338,1376,486,421,0.02,0.43
2/8/2022 12:34:22,971,15,54,48,0.887,0.266,294,122,88,0.03,0.43
2/8/2022 12:49:22,971,15,54,48,0.883,0.267,198,52,57,0.03,0.43
2/8/2022 13:04:22,971,15,65,57,0.874,0.319,2414,1127,517,0.36,0.43
2/8/2022 13:19:22,971,15,62,56,0.906,0.305,427,159,87,0.37,0.43
2/8/2022 13:34:22,971,15,52,45,0.87,0.254,437,161,62,0.38,0.43
2/8/2022 13:49:22,971,15,47,41,0.863,0.232,23,1,0,0.39,0.43
2/8/2022 14:04:22,971,15,56,45,0.804,0.269,748,367,173,0.39,0.43
2/8/2022 14:19:22,971,15,68,59,0.861,0.333,3339,1507,979,0.4,0.48
2/8/2022 14:34:22,971,15,66,59,0.898,0.324,1209,506,270,0.4,0.63
2/8/2022 14:49:22,971,15,52,44,0.842,0.253,98,27,18,0.4,0.63
2/8/2022 15:04:22,971,15,52,44,0.861,0.253,68,15,15,0.4,0.71
2/8/2022 15:19:22,971,15,46,42,0.909,0.229,32,10,0,0.4,0.76
2/8/2022 15:34:22,971,15,49,42,0.861,0.239,62,6,11,0.4,0.83
2/8/2022 15:49:22,971,15,48,41,0.851,0.235,86,13,16,0.41,0.83
2/8/2022 16:04:22,971,15,58,49,0.848,0.282,443,145,106,0.41,0.83
2/8/2022 16:19:22,971,15,72,62,0.865,0.35,3667,1288,1404,0.66,0.83
2/8/2022 16:34:22,971,15,64,60,0.934,0.318,3370,1334,1168,0.91,1.16
2/8/2022 16:49:22,971,15,67,63,0.939,0.334,1463,372,667,1.07,1.23
2/8/2022 17:04:22,971,15,55,47,0.865,0.267,72,6,28,1.07,1.23
2/8/2022 17:19:22,971,15,51,46,0.889,0.253,958,251,401,1.07,1.23
2/8/2022 17:34:23,971,15,56,52,0.92,0.278,130,11,63,1.07,1.23
2/8/2022 17:49:22,971,15,53,47,0.89,0.262,769,213,290,1.07,1.23
2/8/2022 18:04:22,971,15,63,60,0.953,0.313,2479,1032,806,1.31,1.23
2/8/2022 18:19:22,971,15,71,66,0.925,0.353,3978,1581,1402,1.42,1.37
2/8/2022 18:34:22,971,15,70,67,0.956,0.352,5591,2275,2149,1.75,1.41
2/8/2022 18:49:22,971,15,83,78,0.943,0.412,3571,1568,1098,1.91,1.56
2/8/2022 19:04:22,971,15,82,79,0.958,0.412,3601,1541,1068,2.03,1.7
2/8/2022 19:19:22,971,15,75,69,0.926,0.37,1163,554,296,2.16,1.74
2/8/2022 19:34:22,971,15,54,49,0.901,0.268,1820,753,681,2.16,1.74
2/8/2022 19:49:22,971,15,71,67,0.946,0.353,4736,1923,1732,2.44,1.89
2/8/2022 20:04:22,971,15,76,71,0.933,0.38,4350,1858,1465,2.68,2.14
2/8/2022 20:19:22,971,15,75,72,0.959,0.377,3653,1626,1229,2.89,2.38
2/8/2022 20:34:22,971,15,75,70,0.933,0.375,4080,1858,1301,3,2.47
2/8/2022 20:49:22,971,15,71,69,0.974,0.356,2714,1126,743,3.34,2.49
2/8/2022 21:04:22,971,15,78,76,0.971,0.391,5143,2048,1860,3.41,2.72
2/8/2022 21:19:22,971,15,73,70,0.959,0.364,3789,1750,1109,3.7,2.96
2/8/2022 21:34:22,971,15,83,79,0.955,0.413,2949,1349,899,3.8,3.3
2/8/2022 21:49:22,971,15,70,66,0.946,0.351,2678,1202,819,3.94,3.3
2/8/2022 22:04:23,971,15,76,71,0.943,0.378,2409,1122,590,4.17,3.5
2/8/2022 22:19:22,971,15,71,67,0.946,0.353,5617,3075,1417,4.27,3.54
2/8/2022 22:34:22,971,15,71,68,0.953,0.355,4237,2021,1281,4.55,3.66
2/8/2022 22:49:23,971,15,75,72,0.956,0.374,3648,1866,981,4.69,3.83
2/8/2022 23:04:23,971,15,86,81,0.943,0.429,4721,2536,1165,4.81,3.84
2/8/2022 23:19:22,971,15,74,72,0.972,0.372,1622,704,431,5.12,4.24
2/8/2022 23:34:23,971,15,73,70,0.956,0.364,2402,1228,528,5.13,5.02
2/8/2022 23:49:23,971,15,62,59,0.95,0.311,136,50,14,5.13,5.02
2/9/2022 0:04:22,971,15,52,47,0.909,0.258,138,56,18,5.13,5.02
2/9/2022 0:19:22,971,15,51,47,0.927,0.252,267,128,45,5.13,5.02
2/9/2022 0:34:22,971,15,52,47,0.908,0.255,677,297,176,5.13,5.02
2/9/2022 0:49:22,971,15,67,66,0.986,0.338,1088,427,283,5.28,5.02
2/9/2022 1:04:22,971,15,67,66,0.975,0.338,2362,923,629,5.54,5.02
2/9/2022 1:19:22,971,15,71,70,0.991,0.358,2606,1405,489,5.81,5.02
2/9/2022 1:34:22,971,15,78,76,0.968,0.392,2548,1403,502,5.97,5.02
2/9/2022 1:49:22,971,15,69,64,0.928,0.343,1031,531,50,6.26,5.02
2/9/2022 2:04:22,971,15,75,72,0.956,0.374,2766,1427,541,6.35,5.32
2/9/2022 2:19:23,971,15,68,64,0.935,0.34,847,423,177,6.49,5.43
2/9/2022 2:34:22,971,15,56,51,0.911,0.275,73,18,0,6.49,5.43
2/9/2022 2:49:22,971,15,57,53,0.937,0.282,553,271,111,6.5,5.43
2/9/2022 3:04:22,971,15,68,67,0.978,0.343,1672,758,466,6.78,5.43
2/9/2022 3:19:22,971,15,77,72,0.939,0.381,3276,1752,712,6.88,5.62
2/9/2022 3:34:23,971,15,71,68,0.96,0.353,2923,1461,767,6.98,5.75
2/9/2022 3:49:23,971,15,66,62,0.942,0.33,1848,899,398,7.3,5.98
2/9/2022 4:04:22,971,15,72,67,0.936,0.357,1204,727,95,7.37,6.19
2/9/2022 4:19:22,971,15,71,66,0.932,0.355,632,335,114,7.47,6.19
2/9/2022 4:34:22,971,15,57,52,0.916,0.281,1210,479,349,7.57,6.19
2/9/2022 4:49:22,971,15,70,66,0.942,0.347,2746,1589,509,7.58,6.3
2/9/2022 5:04:22,971,15,79,75,0.946,0.394,3880,2121,930,7.87,6.75
2/9/2022 5:19:22,971,15,78,75,0.961,0.391,3143,1506,891,8.01,6.75
2/9/2022 5:34:22,971,15,76,69,0.914,0.374,2818,1422,645,8.01,6.75
2/9/2022 5:49:22,971,15,68,64,0.946,0.337,2554,1166,680,8.19,6.75
2/9/2022 6:04:23,971,15,66,61,0.928,0.328,2267,1275,358,8.23,6.75
2/9/2022 6:19:22,971,15,67,63,0.931,0.334,1434,674,297,8.31,6.75
2/9/2022 6:34:22,971,15,61,56,0.93,0.301,441,155,71,8.31,6.75
2/9/2022 6:49:22,971,15,52,44,0.856,0.253,46,12,13,8.31,6.75
2/9/2022 7:04:22,971,15,52,44,0.847,0.253,26,9,0,8.32,6.75
2/9/2022 7:19:22,971,15,48,42,0.87,0.237,27,2,1,8.32,6.75
2/9/2022 7:34:22,971,15,52,42,0.81,0.254,802,314,188,8.32,6.75
2/9/2022 7:49:22,971,15,63,57,0.911,0.311,2346,976,701,8.4,6.75
2/9/2022 8:04:22,971,15,64,57,0.9,0.314,3309,1968,446,8.49,6.75
2/9/2022 8:19:22,971,15,63,57,0.915,0.311,1994,1286,180,8.5,6.75
2/9/2022 8:34:23,971,15,61,54,0.875,0.301,220,144,26,8.5,6.75
2/9/2022 8:49:22,971,15,55,46,0.835,0.267,0,0,0,8.5,6.75
2/9/2022 9:04:23,971,15,48,39,0.818,0.232,0,0,0,8.5,6.75
2/9/2022 9:19:22,971,15,45,36,0.794,0.216,0,0,0,8.5,6.75
2/9/2022 9:34:22,971,15,46,35,0.762,0.218,0,0,0,8.5,6.75
2/9/2022 9:49:23,971,15,45,35,0.794,0.215,0,0,0,8.51,6.75
2/9/2022 10:04:23,971,15,59,52,0.883,0.289,2464,1646,229,8.51,6.75
2/9/2022 10:19:22,971,15,57,52,0.92,0.281,2194,1377,214,8.51,6.75
2/9/2022 10:34:22,971,15,58,52,0.904,0.286,724,366,99,8.52,6.75
2/9/2022 10:49:22,971,15,62,55,0.902,0.304,362,170,16,8.52,6.75
2/9/2022 11:04:23,971,15,45,37,0.825,0.217,0,0,0,8.52,6.75
2/9/2022 11:19:22,971,15,44,35,0.783,0.214,0,0,0,8.52,6.75
2/9/2022 11:34:22,971,15,45,36,0.788,0.218,0,0,0,8.53,6.75
2/9/2022 11:49:22,971,15,45,35,0.778,0.217,0,0,0,8.53,6.75
2/9/2022 12:04:23,971,15,45,35,0.783,0.216,0,0,0,8.53,6.75
2/9/2022 12:19:22,971,15,48,38,0.788,0.23,0,0,0,8.53,6.75
2/9/2022 12:34:22,971,15,45,35,0.767,0.217,0,0,0,8.53,6.75
2/9/2022 12:49:22,971,15,48,39,0.818,0.231,0,0,0,8.53,6.75
2/9/2022 13:04:22,971,15,47,39,0.813,0.23,0,0,0,8.54,6.75
2/9/2022 13:19:22,971,15,43,36,0.821,0.21,0,0,0,8.54,6.75
2/9/2022 13:34:22,971,15,44,33,0.756,0.208,0,0,0,8.54,6.75
2/9/2022 13:49:22,971,15,47,37,0.783,0.224,0,0,0,8.54,6.75
2/9/2022 14:04:23,971,15,56,47,0.842,0.273,116,69,4,8.54,6.75
2/9/2022 14:19:22,971,15,60,51,0.845,0.293,1202,735,66,8.61,6.75
2/9/2022 14:34:22,971,15,54,45,0.843,0.262,4,2,0,8.61,6.75
2/9/2022 14:49:22,971,15,47,36,0.778,0.225,0,0,0,8.61,6.75
2/9/2022 15:04:23,971,15,44,34,0.778,0.209,0,0,0,8.62,6.75
2/9/2022 15:19:22,971,15,46,35,0.773,0.22,0,0,0,8.62,6.75
2/9/2022 15:34:23,971,15,47,36,0.763,0.225,1,0,0,8.62,6.75
2/9/2022 15:49:22,971,15,51,40,0.783,0.246,137,51,0,8.62,6.75
2/9/2022 16:04:22,971,15,66,57,0.876,0.322,1394,896,67,8.75,6.75
2/9/2022 16:19:23,971,15,63,55,0.869,0.31,50,0,1,8.86,6.75
2/9/2022 16:34:22,971,15,46,39,0.85,0.223,0,0,0,8.86,6.75
2/9/2022 16:49:22,971,15,41,37,0.892,0.203,0,0,0,8.87,6.75
2/9/2022 17:04:22,971,15,54,45,0.836,0.261,80,13,0,8.87,6.75
2/9/2022 17:19:22,971,15,63,55,0.88,0.309,2277,1151,377,9.02,6.75
2/9/2022 17:34:23,971,15,60,55,0.921,0.296,89,31,8,9.03,6.75
2/9/2022 17:49:22,971,15,45,41,0.913,0.222,31,3,5,9.03,6.75
2/9/2022 18:04:22,971,15,66,59,0.894,0.327,1944,819,617,9.03,6.75
2/9/2022 18:19:22,971,15,74,67,0.9,0.367,3367,1297,1151,9.2,6.92
2/9/2022 18:34:22,971,15,69,63,0.917,0.34,3850,1422,1445,9.52,7
2/9/2022 18:49:22,971,15,75,69,0.926,0.37,2537,854,949,9.59,7.04
2/9/2022 19:04:22,971,15,84,80,0.955,0.421,2251,728,606,9.69,7.26
2/9/2022 19:19:23,971,15,64,61,0.95,0.318,286,99,63,9.82,7.27
2/9/2022 19:34:22,971,15,50,46,0.926,0.246,42,12,5,9.83,7.27
2/9/2022 19:49:22,971,15,52,49,0.951,0.26,985,288,367,9.83,7.32
2/9/2022 20:04:22,971,15,69,65,0.949,0.344,3476,1448,1116,10.19,7.52
2/9/2022 20:19:22,971,15,67,65,0.979,0.334,2897,1242,843,10.27,7.73
2/9/2022 20:34:22,971,15,74,72,0.966,0.373,2507,802,888,10.41,7.85
2/9/2022 20:49:23,971,15,71,66,0.929,0.353,3239,1338,1157,10.63,7.97
2/9/2022 21:04:23,971,15,86,81,0.946,0.428,977,457,152,10.68,8.06
2/9/2022 21:19:23,971,15,65,62,0.957,0.324,977,452,70,10.8,8.06
2/9/2022 21:34:23,971,15,52,46,0.884,0.254,421,29,2,10.8,8.06
2/9/2022 21:49:22,971,15,57,54,0.959,0.283,1337,639,102,10.81,8.2
2/9/2022 22:04:22,971,15,70,69,0.987,0.353,2302,1204,480,11.25,8.44
2/9/2022 22:19:23,971,15,71,69,0.967,0.357,2605,1228,684,11.52,8.89
2/9/2022 22:34:23,971,15,68,66,0.971,0.34,1110,343,308,11.61,8.89
2/9/2022 22:49:22,971,15,60,58,0.958,0.301,353,139,95,11.73,8.89
2/9/2022 23:04:22,971,15,61,58,0.954,0.305,900,328,252,11.73,8.89
2/9/2022 23:19:22,971,15,71,68,0.953,0.355,1858,740,428,11.94,9.2
2/9/2022 23:34:22,971,15,70,67,0.956,0.351,1954,918,508,12.18,9.35
2/9/2022 23:49:22,971,15,65,63,0.968,0.327,388,145,39,12.33,9.35
2/10/2022 0:04:22,971,15,57,53,0.942,0.283,436,133,103,12.33,9.35
2/10/2022 0:19:22,971,15,61,56,0.918,0.305,222,71,62,12.34,9.35
2/10/2022 0:34:22,971,15,54,48,0.887,0.264,428,136,138,12.35,9.4
2/10/2022 0:49:22,971,15,50,47,0.927,0.25,291,98,81,12.55,9.44
2/10/2022 1:04:22,971,15,71,68,0.963,0.353,812,282,166,12.56,9.58
2/10/2022 1:19:22,971,15,64,60,0.95,0.318,2093,896,636,12.98,9.98
2/10/2022 1:34:22,971,15,68,65,0.96,0.34,2400,1132,641,12.99,10.02
2/10/2022 1:49:22,971,15,71,67,0.936,0.355,1955,834,598,13.3,10.03
2/10/2022 2:04:22,971,15,65,62,0.95,0.325,1044,557,196,13.39,10.03
2/10/2022 2:19:22,971,15,59,54,0.925,0.291,29,14,0,13.39,10.03
2/10/2022 2:34:22,971,15,64,57,0.9,0.315,529,192,135,13.39,10.03
2/10/2022 2:49:22,971,15,65,63,0.957,0.327,2121,881,533,13.69,10.29
2/10/2022 3:04:22,971,15,70,66,0.939,0.348,2367,753,738,13.86,10.41
2/10/2022 3:19:22,971,15,68,64,0.935,0.339,2369,746,848,14.14,10.74
2/10/2022 3:34:22,971,15,76,70,0.923,0.377,2293,1013,691,14.33,11.17
2/10/2022 3:49:22,971,15,71,67,0.942,0.356,2270,1094,557,14.48,11.31
2/10/2022 4:04:22,971,15,75,69,0.923,0.37,2840,1423,699,14.49,11.8
2/10/2022 4:19:22,971,15,70,66,0.946,0.349,2097,1235,302,14.62,12.64
2/10/2022 4:34:22,971,15,70,64,0.915,0.349,1196,746,111,14.98,12.64
2/10/2022 4:49:22,971,15,75,72,0.952,0.377,3037,1651,667,14.99,12.64
2/10/2022 5:04:22,971,15,75,70,0.926,0.374,3884,1952,1078,15.16,12.64
2/10/2022 5:19:22,971,15,77,72,0.939,0.384,1755,893,298,15.3,12.64
2/10/2022 5:34:22,971,15,64,61,0.953,0.319,1541,706,307,15.3,12.64
2/10/2022 5:49:22,971,15,69,64,0.932,0.341,2250,1392,240,15.3,12.64
2/10/2022 6:04:22,971,15,64,59,0.915,0.317,1567,953,151,15.3,12.64
2/10/2022 6:19:22,971,15,62,57,0.919,0.309,920,526,92,15.3,12.64
2/10/2022 6:34:22,971,15,57,52,0.911,0.28,0,0,0,15.3,12.64
2/10/2022 6:49:22,971,15,44,37,0.847,0.216,0,0,0,15.31,12.64
